StripPositionX,StripPositionY,StripPositionZ,StripDirectionX,StripDirectionY,StripDirectionZ,StripNormalX,StripNormalY,StripNormalZ,HitPositionX,HitPositionY,HitPositionZ,PointOfClosestApproachX,PointOfClosestApproachY,PointOfClosestApproachZ,eventID,volumeID
-1115.18,414.862,600.215,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-777.691,182.09,600.215,-777.691,182.09,600.215,83,66
-1115.18,414.862,625.215,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-779.672,189.368,625.215,-779.672,189.368,625.215,83,66
-1115.18,414.862,650.215,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-781.652,196.646,650.215,-781.652,196.646,650.215,83,66
-1503.4,414.863,2835.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-953.836,832.79,2835.05,-953.836,832.79,2835.05,83,73
-1503.4,414.863,2860.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-955.798,840.066,2860.05,-955.798,840.066,2860.05,83,73
-1503.4,414.863,2885.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-957.759,847.34,2885.05,-957.759,847.34,2885.05,83,73
-726.947,-1356.71,-2399.79,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-928.048,-1421.63,-2399.79,-928.048,-1421.63,-2399.79,84,69
-726.947,-1356.71,-2374.79,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-931.469,-1406.76,-2374.79,-931.469,-1406.76,-2374.79,84,69
-726.947,-1356.71,-2349.79,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-934.89,-1391.89,-2349.79,-934.89,-1391.89,-2349.79,84,69
-1115.18,-392.438,-164.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1233.61,-91.869,-164.95,-1233.61,-91.869,-164.95,84,68
-1115.18,-392.438,-139.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1236.96,-77.2773,-140.428,-1237.02,-76.993,-139.95,84,68
-1115.18,-392.438,-114.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1240.51,-61.7768,-114.378,-1240.44,-62.1172,-114.95,84,68
-1115.18,721.838,600.215,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1338.06,363.308,600.215,-1338.06,363.308,600.215,84,69
-1115.18,721.838,625.215,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1341.47,378.179,625.215,-1341.47,378.179,625.215,84,69
-1115.18,721.838,650.215,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1344.88,393.053,650.215,-1344.88,393.053,650.215,84,69
-1503.4,1686.11,2835.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1642.73,1693.66,2835.05,-1642.73,1693.66,2835.05,84,77
-1503.4,1686.11,2860.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1646.13,1708.53,2860.05,-1646.13,1708.53,2860.05,84,77
-1503.4,1686.11,2885.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1649.53,1723.41,2885.05,-1649.53,1723.41,2885.05,84,77
-1503.4,1686.11,3600.21,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1746.59,2148.75,3599.3,-1746.72,2149.3,3600.21,84,77
726.947,-41.1125,-164.95,0,0,1,0,1,0,675.529,-173.143,-164.95,675.529,-173.143,-164.95,86,87
726.947,-41.1125,-139.95,0,0,1,0,1,0,678.33,-147.526,-139.95,678.33,-147.526,-139.95,86,87
726.947,-41.1125,-114.95,0,0,1,0,1,0,681.132,-121.908,-114.95,681.132,-121.908,-114.95,86,87
726.947,923.162,600.215,0,0,1,0,1,0,761.39,610.912,600.186,761.393,610.942,600.215,86,87
726.947,923.162,625.215,0,0,1,0,1,0,764.142,636.053,624.727,764.197,636.553,625.215,86,87
726.947,923.162,650.215,0,0,1,0,1,0,766.999,662.165,650.215,766.999,662.165,650.215,86,87
1115.18,3001.71,2835.05,0,0,1,0,1,0,1011.78,2900.5,2835.05,1011.78,2900.5,2835.05,86,88
1115.18,3001.71,2860.05,0,0,1,0,1,0,1014.59,2926.12,2860.05,1014.59,2926.12,2860.05,86,88
1115.18,3001.71,2885.05,0,0,1,0,1,0,1017.4,2951.74,2885.05,1017.4,2951.74,2885.05,86,88
1115.18,4115.99,3600.21,0,0,1,0,1,0,1097.94,3685.36,3600.69,1097.89,3684.87,3600.21,86,90
1115.18,4115.99,3625.21,0,0,1,0,1,0,1100.71,3710.49,3625.21,1100.71,3710.49,3625.21,86,90
1115.18,4115.99,3650.21,0,0,1,0,1,0,1103.52,3736.11,3650.21,1103.52,3736.11,3650.21,86,90
1503.4,6194.54,5835.05,0,0,1,0,1,0,1349.39,5975.74,5835.05,1349.39,5975.74,5835.05,86,99
1503.4,6194.54,5860.05,0,0,1,0,1,0,1352.2,6001.37,5860.05,1352.2,6001.37,5860.05,86,99
1503.4,6194.54,5885.05,0,0,1,0,1,0,1355.01,6027,5885.05,1355.01,6027,5885.05,86,99
1503.4,7158.81,6600.21,0,0,1,0,1,0,1435.55,6760.41,6600.21,1435.55,6760.41,6600.21,86,99
1503.4,7158.81,6625.21,0,0,1,0,1,0,1438.37,6786.06,6625.21,1438.37,6786.06,6625.21,86,99
1503.4,7158.81,6650.21,0,0,1,0,1,0,1441.19,6811.7,6650.21,1441.19,6811.7,6650.21,86,99
-1115.18,138.288,-164.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-793.928,-48.345,-164.95,-793.928,-48.345,-164.95,88,99
-1115.18,138.288,-139.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-796.127,-43.0055,-139.95,-796.127,-43.0055,-139.95,88,99
-1115.18,138.288,-114.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-798.328,-37.6646,-114.95,-798.328,-37.6646,-114.95,88,99
-1115.18,138.288,600.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-861.066,115.097,600.215,-861.066,115.097,600.215,88,99
-1115.18,138.288,625.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-863.255,120.437,625.215,-863.255,120.437,625.215,88,99
-1115.18,138.288,650.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-865.443,125.777,650.215,-865.443,125.777,650.215,88,99
-1503.4,138.288,2835.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1056.81,592.463,2835.05,-1056.81,592.463,2835.05,88,106
-1503.4,138.288,2860.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1059,597.802,2860.05,-1059,597.802,2860.05,88,106
-1503.4,138.288,2885.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1061.18,603.139,2885.05,-1061.18,603.139,2885.05,88,106
-1503.4,1102.56,3600.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1123.85,755.601,3600.21,-1123.85,755.601,3600.21,88,106
-1503.4,1102.56,3625.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1126.08,761.026,3625.66,-1126.04,760.932,3625.21,88,106
-1503.4,1102.56,3650.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1128.22,766.261,3650.21,-1128.22,766.261,3650.21,88,106
-726.947,205.562,-164.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1119.65,-81.72,-164.95,-1119.65,-81.72,-164.95,89,67
-726.947,205.562,-139.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1124.31,-70.3433,-139.95,-1124.31,-70.3433,-139.95,89,67
-726.947,205.562,-114.95,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1128.97,-58.9667,-114.95,-1128.97,-58.9667,-114.95,89,67
-726.947,205.562,600.215,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1262.07,266.687,600.215,-1262.07,266.687,600.215,89,67
-726.947,205.562,625.215,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1266.72,278.083,625.215,-1266.72,278.083,625.215,89,67
-726.947,205.562,650.215,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1271.38,289.48,650.215,-1271.38,289.48,650.215,89,67
-1115.18,1319.84,2835.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1677.12,1284.48,2835.05,-1677.12,1284.48,2835.05,89,68
-1115.18,1319.84,2860.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1681.76,1295.88,2860.05,-1681.76,1295.88,2860.05,89,68
-1115.18,1319.84,2885.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1686.4,1307.27,2885.05,-1686.4,1307.27,2885.05,89,68
-1115.18,1319.84,3600.21,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1819.12,1633.11,3600.21,-1819.12,1633.11,3600.21,89,68
-1115.18,1319.84,3625.21,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1823.77,1644.5,3625.21,-1823.77,1644.5,3625.21,89,68
-1115.18,1319.84,3650.21,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-1828.41,1655.89,3650.21,-1828.41,1655.89,3650.21,89,68
-1503.4,2284.11,5835.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-2234.63,2650.66,5835.05,-2234.63,2650.66,5835.05,89,75
-1503.4,2284.11,5860.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-2239.28,2662.04,5860.05,-2239.28,2662.04,5860.05,89,75
-1503.4,2284.11,5885.05,5.55112e-17,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-2243.92,2673.42,5885.05,-2243.92,2673.42,5885.05,89,75
-1503.4,317.688,-164.95,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-1382.64,-32.6863,-164.95,-1382.64,-32.6863,-164.95,92,11
-1503.4,317.688,-139.95,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-1385.51,-29.2612,-140.084,-1385.53,-29.2427,-139.95,92,11
-1503.4,317.688,-114.95,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-1388.4,-25.8009,-114.95,-1388.4,-25.8009,-114.95,92,11
-1503.4,317.688,600.215,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-1470.81,72.5113,600.741,-1470.75,72.439,600.215,92,11
-1503.4,317.688,625.215,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-1473.63,75.8745,625.215,-1473.63,75.8745,625.215,92,11
-1503.4,317.688,650.215,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,-1476.47,79.2679,649.919,-1476.51,79.3086,650.215,92,11
726.947,257.887,-164.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,694.849,-161.898,-164.95,694.849,-161.898,-164.95,93,120
726.947,257.887,-139.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,697.737,-137.819,-139.95,697.737,-137.819,-139.95,93,120
726.947,257.887,-114.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,700.625,-113.735,-114.95,700.625,-113.735,-114.95,93,120
726.947,257.887,600.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,783.195,574.79,600.215,783.195,574.79,600.215,93,120
726.947,257.887,625.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,786.073,598.856,625.215,786.073,598.856,625.215,93,120
726.947,257.887,650.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,788.949,622.919,650.215,788.949,622.919,650.215,93,120
1115.18,2336.44,2835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1040.33,2726.18,2835.05,1040.33,2726.18,2835.05,93,121
1115.18,2336.44,2860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1043.22,2750.25,2860.05,1043.22,2750.25,2860.05,93,121
1115.18,2336.44,2885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1046.11,2774.32,2885.05,1046.11,2774.32,2885.05,93,121
1115.18,3300.71,3600.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1128.75,3462.96,3600.21,1128.75,3462.96,3600.21,93,121
1115.18,3300.71,3625.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1131.77,3488.09,3626.34,1131.64,3487.01,3625.21,93,121
1115.18,3300.71,3650.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1134.41,3510.1,3649.21,1134.53,3511.07,3650.21,93,121
1503.4,5379.26,5835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1387.03,5614.01,5835.05,1387.03,5614.01,5835.05,93,130
1503.4,5379.26,5860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1389.92,5638.07,5860.05,1389.92,5638.07,5860.05,93,130
1503.4,5379.26,5885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,1392.8,5662.12,5885.05,1392.8,5662.12,5885.05,93,130
-726.947,-938.113,-3164.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-927.449,-1055.82,-3164.95,-927.449,-1055.82,-3164.95,95,162
-726.947,-938.113,-3139.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-931.31,-1047.53,-3139.95,-931.31,-1047.53,-3139.95,95,162
-726.947,-938.113,-3114.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-935.171,-1039.24,-3114.95,-935.171,-1039.24,-3114.95,95,162
-726.947,-938.113,-2399.79,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1045.65,-801.945,-2399.79,-1045.65,-801.945,-2399.79,95,162
-726.947,-938.113,-2374.79,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1049.51,-793.648,-2374.79,-1049.51,-793.648,-2374.79,95,162
-726.947,-938.113,-2349.79,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1053.37,-785.35,-2349.79,-1053.37,-785.35,-2349.79,95,162
-1115.18,26.1625,-164.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1390.45,-60.462,-164.95,-1390.45,-60.462,-164.95,95,161
-1115.18,26.1625,-139.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1394.3,-52.1676,-139.95,-1394.3,-52.1676,-139.95,95,161
-1115.18,26.1625,-114.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1398.16,-43.8741,-114.95,-1398.16,-43.8741,-114.95,95,161
-1115.18,26.1625,600.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1508.26,193.364,600.215,-1508.26,193.364,600.215,95,161
-1115.18,26.1625,625.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1512.1,201.649,625.215,-1512.1,201.649,625.215,95,161
-1115.18,26.1625,650.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1515.95,209.933,650.215,-1515.95,209.933,650.215,95,161
-1503.4,1140.44,2835.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1851.85,934.104,2835.05,-1851.85,934.104,2835.05,95,164
-1503.4,1140.44,2860.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1855.69,942.386,2860.05,-1855.69,942.386,2860.05,95,164
-1503.4,1140.44,2885.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1859.57,950.763,2885.33,-1859.53,950.67,2885.05,95,164
-1503.4,1140.44,3600.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1969.39,1187.6,3600.21,-1969.39,1187.6,3600.21,95,164
-1503.4,1140.44,3625.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1973.23,1195.89,3625.21,-1973.23,1195.89,3625.21,95,164
-1503.4,1140.44,3650.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1977.07,1204.18,3650.21,-1977.07,1204.18,3650.21,95,164
726.947,-41.1125,-164.95,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1218.66,-70.1715,-164.95,1218.66,-70.1715,-164.95,97,4
726.947,-41.1125,-139.95,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1223.72,-61.6572,-139.95,1223.72,-61.6572,-139.95,97,4
726.947,-41.1125,-114.95,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1228.79,-53.1451,-114.95,1228.79,-53.1451,-114.95,97,4
726.947,-41.1125,600.215,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1373.36,190.221,600.215,1373.36,190.221,600.215,97,4
726.947,-41.1125,625.215,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1378.42,198.734,625.215,1378.42,198.734,625.215,97,4
726.947,-41.1125,650.215,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1383.48,207.245,650.215,1383.48,207.245,650.215,97,4
1115.18,923.163,2835.05,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1824.64,950.834,2835.05,1824.64,950.834,2835.05,97,6
1115.18,923.163,2860.05,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1829.68,959.337,2860.05,1829.68,959.337,2860.05,97,6
1115.18,923.163,2885.05,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1834.73,967.841,2885.05,1834.73,967.841,2885.05,97,6
1115.18,923.163,3600.21,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1979.14,1211.04,3600.21,1979.14,1211.04,3600.21,97,6
1115.18,923.163,3625.21,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1984.13,1219.43,3624.87,1984.2,1219.55,3625.21,97,6
1115.18,923.163,3650.21,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,1989.26,1228.06,3650.21,1989.26,1228.06,3650.21,97,6
1503.4,2037.44,5835.05,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,2430.42,1971.37,5835.05,2430.42,1971.37,5835.05,97,16
1503.4,2037.44,5860.05,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,2435.47,1979.88,5860.05,2435.47,1979.88,5860.05,97,16
1503.4,2037.44,5885.05,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,2440.52,1988.38,5885.05,2440.52,1988.38,5885.05,97,16
1503.4,2037.44,6600.21,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,2584.88,2232.02,6600.21,2584.88,2232.02,6600.21,97,16
1503.4,2037.44,6625.21,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,2589.92,2240.54,6625.21,2589.92,2240.54,6625.21,97,16
1503.4,2037.44,6650.21,0,5.55112e-17,1,2.13611e-16,1,-3.69184e-17,2595.13,2249.36,6651.09,2594.95,2249.06,6650.21,97,16
726.947,-938.113,-3164.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1228.25,-1043.53,-3164.95,1228.25,-1043.53,-3164.95,98,162
726.947,-938.113,-3139.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1233.36,-1035.29,-3139.95,1233.36,-1035.29,-3139.95,98,162
726.947,-938.113,-3114.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1238.47,-1027.04,-3114.95,1238.47,-1027.04,-3114.95,98,162
726.947,-938.113,-2399.79,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1384.6,-791.115,-2399.79,1384.6,-791.115,-2399.79,98,162
726.947,-938.113,-2374.79,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1389.71,-782.862,-2374.79,1389.71,-782.862,-2374.79,98,162
726.947,-938.113,-2349.79,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1394.82,-774.609,-2349.79,1394.82,-774.609,-2349.79,98,162
1115.18,26.1625,-164.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1840.89,-53.6538,-164.95,1840.89,-53.6538,-164.95,98,161
1115.18,26.1625,-139.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1845.86,-45.6137,-140.592,1845.99,-45.4019,-139.95,98,161
1115.18,26.1625,-114.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1851.09,-37.1502,-114.95,1851.09,-37.1502,-114.95,98,161
1115.18,26.1625,600.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1996.96,198.714,600.215,1996.96,198.714,600.215,98,161
1115.18,26.1625,625.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,2002.05,206.959,625.215,2002.05,206.959,625.215,98,161
1115.18,26.1625,650.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,2007.15,215.204,650.215,2007.15,215.204,650.215,98,161
1503.4,1140.44,2835.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,2451.97,934.848,2835.05,2451.97,934.848,2835.05,98,164
1503.4,1140.44,2860.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,2457.25,943.386,2860.99,2457.05,943.077,2860.05,98,164
1503.4,1140.44,2885.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,2462.14,951.304,2885.05,2462.14,951.304,2885.05,98,164
1503.4,1140.44,3600.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,2607.55,1186.63,3600.21,2607.55,1186.63,3600.21,98,164
1503.4,1140.44,3625.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,2612.39,1194.46,3624.02,2612.63,1194.86,3625.21,98,164
1503.4,1140.44,3650.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,2617.71,1203.08,3650.21,2617.71,1203.08,3650.21,98,164
