StripPositionX,StripPositionY,StripPositionZ,StripDirectionX,StripDirectionY,StripDirectionZ,StripNormalX,StripNormalY,StripNormalZ,HitPositionX,HitPositionY,HitPositionZ,PointOfClosestApproachX,PointOfClosestApproachY,PointOfClosestApproachZ,eventID,volumeID
-1503.4,1222.16,2452.47,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-37.2302,1542.74,2452.47,-37.2302,1542.74,2452.47,53,66
-1503.4,1222.16,2477.47,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-37.3176,1558.48,2477.47,-37.3176,1558.48,2477.47,53,66
-726.947,-41.1125,-164.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-599.46,-152.048,-164.95,-599.46,-152.048,-164.95,54,120
-726.947,-41.1125,-139.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-601.945,-126.53,-139.95,-601.945,-126.53,-139.95,54,120
-726.947,-41.1125,-114.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-604.431,-101.008,-114.95,-604.431,-101.008,-114.95,54,120
-726.947,923.162,600.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-675.294,629.153,600.215,-675.294,629.153,600.215,54,120
-726.947,923.162,625.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-677.819,655.139,625.685,-677.772,654.659,625.215,54,120
-726.947,923.162,650.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-680.249,680.161,650.215,-680.249,680.161,650.215,54,120
-1115.18,3001.71,2835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-896.665,2909.32,2835.05,-896.665,2909.32,2835.05,54,121
-1115.18,3001.71,2860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-899.14,2934.82,2860.05,-899.14,2934.82,2860.05,54,121
-1115.18,3001.71,2885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-901.634,2960.52,2885.25,-901.615,2960.32,2885.05,54,121
-1115.18,4115.99,3600.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-972.291,3689.86,3600.21,-972.291,3689.86,3600.21,54,123
-1115.18,4115.99,3625.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-974.761,3715.36,3625.21,-974.761,3715.36,3625.21,54,123
-1115.18,4115.99,3650.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-977.231,3740.86,3650.21,-977.231,3740.86,3650.21,54,123
-1503.4,6194.54,5835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1194.64,5969.88,5834.03,-1194.74,5970.92,5835.05,54,132
-1503.4,6194.54,5860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1197.23,5996.43,5860.05,-1197.23,5996.43,5860.05,54,132
-1503.4,6194.54,5885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1199.72,6021.95,5885.05,-1199.72,6021.95,5885.05,54,132
-1503.4,7158.81,6600.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1271.23,6752.47,6601.07,-1271.15,6751.6,6600.21,54,132
-1503.4,7158.81,6625.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1273.65,6777.1,6625.21,-1273.65,6777.1,6625.21,54,132
-1503.4,7158.81,6650.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1276.14,6802.6,6650.21,-1276.14,6802.6,6650.21,54,132
-1115.18,257.888,-164.95,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,-2079.19,-33.8825,-164.95,-2079.19,-33.8825,-164.95,55,4
-1115.18,257.888,-139.95,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,-2084.96,-28.8025,-139.95,-2084.96,-28.8025,-139.95,55,4
-1115.18,257.888,-114.95,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,-2090.72,-23.7223,-114.95,-2090.72,-23.7223,-114.95,55,4
-1503.4,257.888,2835.05,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,-2769.99,575.914,2835.05,-2769.99,575.914,2835.05,55,9
-1503.4,257.888,2860.05,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,-2775.74,581.005,2860.05,-2775.74,581.005,2860.05,55,9
-1503.4,257.888,2885.05,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,-2781.49,586.099,2885.05,-2781.49,586.099,2885.05,55,9
-726.947,-190.613,-164.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-548.679,-119.154,-164.95,-548.679,-119.154,-164.95,56,118
-726.947,-190.613,-139.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-550.957,-101.867,-139.95,-550.957,-101.867,-139.95,56,118
-726.947,-190.613,-114.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-553.233,-84.5822,-114.95,-553.233,-84.5822,-114.95,56,118
-726.947,773.662,600.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-618.545,410.23,600.215,-618.545,410.23,600.215,56,118
-726.947,773.662,625.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-620.834,427.535,625.215,-620.834,427.535,625.215,56,118
-726.947,773.662,650.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-623.122,444.841,650.215,-623.122,444.841,650.215,56,118
-1115.18,1887.94,2835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-822.723,1957.56,2835.05,-822.723,1957.56,2835.05,56,119
-1115.18,1887.94,2860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-825.006,1974.86,2860.05,-825.006,1974.86,2860.05,56,119
-1115.18,1887.94,2885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-827.289,1992.16,2885.05,-827.289,1992.16,2885.05,56,119
-1115.18,2852.21,3600.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-892.737,2487.53,3600.21,-892.737,2487.53,3600.21,56,119
-1115.18,2852.21,3625.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-895.014,2504.83,3625.21,-895.014,2504.83,3625.21,56,119
-1115.18,2852.21,3650.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-897.292,2522.13,3650.21,-897.292,2522.13,3650.21,56,119
-1503.4,3966.49,5835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1096.38,4033.33,5835.05,-1096.38,4033.33,5835.05,56,128
-1503.4,3966.49,5860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1098.67,4050.62,5860.05,-1098.67,4050.62,5860.05,56,128
-1503.4,3966.49,5885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1100.96,4067.91,5885.05,-1100.96,4067.91,5885.05,56,128
-1503.4,4930.76,6600.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1166.27,4562.76,6600.21,-1166.27,4562.76,6600.21,56,128
-1503.4,4930.76,6625.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1168.56,4580.06,6625.21,-1168.56,4580.06,6625.21,56,128
-1503.4,4930.76,6650.21,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1170.85,4597.35,6650.21,-1170.85,4597.35,6650.21,56,128
-726.947,-93.4375,-164.95,0,0,1,1.83697e-16,1,0,-313.993,-133.911,-164.95,-313.993,-133.911,-164.95,57,181
-726.947,-93.4375,-139.95,0,0,1,1.83697e-16,1,0,-315.293,-112.311,-139.95,-315.293,-112.311,-139.95,57,181
-726.947,-93.4375,-114.95,0,0,1,1.83697e-16,1,0,-316.59,-90.7121,-114.95,-316.59,-90.7121,-114.95,57,181
-1115.18,1985.11,2835.05,0,0,1,1.83697e-16,1,0,-469.477,2456.74,2833.55,-469.556,2458.04,2835.05,57,183
-1115.18,3099.39,3600.21,0,0,1,1.83697e-16,1,0,-509.409,3119.72,3600.77,-509.38,3119.24,3600.21,57,185
-1115.18,3099.39,3625.21,0,0,1,1.83697e-16,1,0,-510.677,3140.85,3625.21,-510.677,3140.85,3625.21,57,185
-1115.18,3099.39,3650.21,0,0,1,1.83697e-16,1,0,-511.973,3162.46,3650.21,-511.973,3162.46,3650.21,57,185
-1503.4,5177.94,5835.05,0,0,1,1.83697e-16,1,0,-625.457,5051.46,5834.89,-625.466,5051.59,5835.05,57,187
-1503.4,5177.94,5860.05,0,0,1,1.83697e-16,1,0,-626.765,5073.21,5860.05,-626.765,5073.21,5860.05,57,187
-1503.4,5177.94,5885.05,0,0,1,1.83697e-16,1,0,-628.063,5094.82,5885.05,-628.063,5094.82,5885.05,57,187
-1503.4,6142.21,6600.21,0,0,1,1.83697e-16,1,0,-664.764,5713.25,6600.21,-664.764,5713.25,6600.21,57,187
-1503.4,6142.21,6625.21,0,0,1,1.83697e-16,1,0,-666.039,5734.87,6625.21,-666.039,5734.87,6625.21,57,187
-1503.4,6142.21,6650.21,0,0,1,1.83697e-16,1,0,-667.313,5756.49,6650.21,-667.313,5756.49,6650.21,57,187
-726.947,-310.212,-164.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1183.88,-171.838,-165.263,-1183.94,-171.506,-164.95,58,104
-726.947,-310.212,-139.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1188.86,-145.037,-139.95,-1188.86,-145.037,-139.95,58,104
-726.947,-310.212,-114.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1193.78,-118.569,-114.95,-1193.78,-118.569,-114.95,58,104
-726.947,654.063,600.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1333.81,639.143,600.215,-1333.81,639.143,600.215,58,104
-726.947,654.063,625.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1338.69,665.625,625.215,-1338.69,665.625,625.215,58,104
-726.947,654.063,650.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1343.58,692.108,650.215,-1343.58,692.108,650.215,58,104
-1115.18,2732.61,2835.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1769.19,3006.3,2835.05,-1769.19,3006.3,2835.05,58,105
-1115.18,2732.61,2860.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1774.07,3032.76,2860.05,-1774.07,3032.76,2860.05,58,105
-1115.18,2732.61,2885.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1778.95,3059.22,2885.05,-1778.95,3059.22,2885.05,58,105
-1115.18,3846.89,3600.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1918.8,3815.49,3600.21,-1918.8,3815.49,3600.21,58,107
-1115.18,3846.89,3625.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1923.7,3841.93,3625.21,-1923.7,3841.93,3625.21,58,107
-1115.18,3846.89,3650.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-1928.6,3868.37,3650.21,-1928.6,3868.37,3650.21,58,107
-1503.4,5925.44,5835.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-2357.8,6179.4,5835.05,-2357.8,6179.4,5835.05,58,115
-1503.4,5925.44,5860.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-2362.71,6205.83,5860.05,-2362.71,6205.83,5860.05,58,115
-1503.4,5925.44,5885.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-2367.62,6232.26,5885.05,-2367.62,6232.26,5885.05,58,115
-1503.4,6889.71,6600.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-2508.05,6988.44,6600.21,-2508.05,6988.44,6600.21,58,115
-1503.4,6889.71,6625.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-2512.96,7014.88,6625.21,-2512.96,7014.88,6625.21,58,115
-1503.4,6889.71,6650.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,-2517.87,7041.31,6650.21,-2517.87,7041.31,6650.21,58,115
-726.947,-2538.26,-3164.95,0,0,1,6.12323e-17,1,0,-1107.98,-2296.34,-3164.95,-1107.98,-2296.34,-3164.95,59,54
-726.947,-2538.26,-3139.95,0,0,1,6.12323e-17,1,0,-1112.58,-2278.09,-3139.95,-1112.58,-2278.09,-3139.95,59,54
-726.947,-2538.26,-3114.95,0,0,1,6.12323e-17,1,0,-1117.19,-2259.83,-3114.95,-1117.19,-2259.83,-3114.95,59,54
-726.947,-1573.99,-2399.79,0,0,1,6.12323e-17,1,0,-1248.67,-1737.66,-2399.79,-1248.67,-1737.66,-2399.79,59,54
-726.947,-1573.99,-2374.79,0,0,1,6.12323e-17,1,0,-1253.27,-1719.4,-2374.79,-1253.27,-1719.4,-2374.79,59,54
-726.947,-1573.99,-2349.79,0,0,1,6.12323e-17,1,0,-1257.87,-1701.14,-2349.79,-1257.87,-1701.14,-2349.79,59,54
-1115.18,-459.712,-164.95,0,0,1,6.12323e-17,1,0,-1659.5,-104.717,-164.95,-1659.5,-104.717,-164.95,59,2
-1115.18,-459.712,-139.95,0,0,1,6.12323e-17,1,0,-1664.09,-86.4558,-139.95,-1664.09,-86.4558,-139.95,59,2
-1115.18,-459.712,-114.95,0,0,1,6.12323e-17,1,0,-1668.68,-68.1943,-114.95,-1668.68,-68.1943,-114.95,59,2
-1115.18,504.562,600.215,0,0,1,6.12323e-17,1,0,-1800.22,453.994,600.215,-1800.22,453.994,600.215,59,2
-1115.18,504.562,625.215,0,0,1,6.12323e-17,1,0,-1804.81,472.245,625.215,-1804.81,472.245,625.215,59,2
-1115.18,504.562,650.215,0,0,1,6.12323e-17,1,0,-1809.4,490.498,650.215,-1809.4,490.498,650.215,59,2
-1503.4,1618.84,2835.05,0,0,1,6.12323e-17,1,0,-2211.14,2085.92,2835.05,-2211.14,2085.92,2835.05,59,62
-1503.4,2583.11,2885.05,0,0,1,6.12323e-17,1,0,-2220.34,2122.49,2885.05,-2220.34,2122.49,2885.05,59,62
-1503.4,2583.11,3600.21,0,0,1,6.12323e-17,1,0,-2351.71,2645.35,3600.21,-2351.71,2645.35,3600.21,59,62
-1503.4,2583.11,3625.21,0,0,1,6.12323e-17,1,0,-2356.31,2663.64,3625.21,-2356.31,2663.64,3625.21,59,62
-1503.4,2583.11,3650.21,0,0,1,6.12323e-17,1,0,-2360.91,2681.93,3650.21,-2360.91,2681.93,3650.21,59,62
726.947,-3375.46,-3164.95,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1429.25,-3312.34,-3164.95,1429.25,-3312.34,-3164.95,61,57
726.947,-3375.46,-3139.95,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1435.19,-3286.17,-3139.95,1435.19,-3286.17,-3139.95,61,57
1115.18,-332.637,-164.95,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2142.38,-170.356,-164.182,2142.19,-171.161,-164.95,61,61
1115.18,-332.637,-139.95,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2148.13,-144.971,-139.95,2148.13,-144.971,-139.95,61,61
1115.18,-332.637,-114.95,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2154.07,-118.777,-114.95,2154.07,-118.777,-114.95,61,61
1503.4,2860.19,2835.05,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2855.08,2973.44,2835.05,2855.08,2973.44,2835.05,61,68
1503.4,2860.19,2860.05,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2861.02,2999.64,2860.05,2861.02,2999.64,2860.05,61,68
1503.4,2860.19,2885.05,5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,2867,3025.96,2885.17,2866.97,3025.83,2885.05,61,68
1115.18,407.387,-164.95,0,0,1,2.22045e-16,1,0,939.802,-39.4901,-164.95,939.802,-39.4901,-164.95,62,83
1115.18,407.387,-139.95,0,0,1,2.22045e-16,1,0,942.404,-35.0382,-139.95,942.404,-35.0382,-139.95,62,83
1115.18,407.387,-114.95,0,0,1,2.22045e-16,1,0,945.008,-30.5876,-114.95,945.008,-30.5876,-114.95,62,83
1115.18,407.387,600.215,0,0,1,2.22045e-16,1,0,1019.31,96.6272,600.215,1019.31,96.6272,600.215,62,83
1115.18,407.387,625.215,0,0,1,2.22045e-16,1,0,1021.91,101.072,625.215,1021.91,101.072,625.215,62,83
1115.18,407.387,650.215,0,0,1,2.22045e-16,1,0,1024.51,105.518,650.215,1024.51,105.518,650.215,62,83
1503.4,407.387,2835.05,0,0,1,2.22045e-16,1,0,1251.79,493.909,2835.05,1251.79,493.909,2835.05,62,90
1503.4,407.387,2860.05,0,0,1,2.22045e-16,1,0,1254.39,498.36,2860.05,1254.39,498.36,2860.05,62,90
1503.4,407.387,2885.05,0,0,1,2.22045e-16,1,0,1256.99,502.811,2885.05,1256.99,502.811,2885.05,62,90
1503.4,407.387,3600.21,0,0,1,2.22045e-16,1,0,1331.47,630.849,3600.21,1331.47,630.849,3600.21,62,90
1503.4,407.387,3625.21,0,0,1,2.22045e-16,1,0,1334.17,635.488,3626.16,1334.07,635.318,3625.21,62,90
1503.4,407.387,3650.21,0,0,1,2.22045e-16,1,0,1336.68,639.789,3650.21,1336.68,639.789,3650.21,62,90
-726.947,-3204.04,-3164.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-1436.62,-3567.97,-3164.95,-1436.62,-3567.97,-3164.95,63,167
-1115.18,-11.2125,-164.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-2153.7,-165.06,-164.95,-2153.7,-165.06,-164.95,63,171
-1115.18,-11.2125,-139.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-2159.66,-136.715,-139.95,-2159.66,-136.715,-139.95,63,171
-1115.18,-11.2125,-114.95,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-2165.63,-108.369,-114.95,-2165.63,-108.369,-114.95,63,171
-1503.4,3031.61,2835.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-2870.36,3238.42,2835.05,-2870.36,3238.42,2835.05,63,172
-1503.4,3031.61,2860.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-2876.32,3266.77,2860.05,-2876.32,3266.77,2860.05,63,172
-1503.4,3031.61,2885.05,-5.55112e-17,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-2882.53,3296.31,2886.09,-2882.28,3295.13,2885.05,63,172
726.947,-310.212,-2399.79,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,522.264,-617.954,-2399.18,522.218,-618.11,-2399.79,65,99
726.947,-310.212,-2374.79,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,524.139,-611.646,-2374.79,524.139,-611.646,-2374.79,65,99
726.947,-310.212,-2349.79,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,526.06,-605.182,-2349.79,526.06,-605.182,-2349.79,65,99
1115.18,-310.212,-164.95,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,693.149,-40.3133,-164.95,693.149,-40.3133,-164.95,65,98
1115.18,-310.212,-139.95,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,695.065,-33.8624,-139.95,695.065,-33.8624,-139.95,65,98
1115.18,-310.212,-114.95,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,696.98,-27.4096,-114.95,696.98,-27.4096,-114.95,65,98
1115.18,-310.212,600.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,751.748,157.148,600.215,751.748,157.148,600.215,65,98
1503.4,654.062,2835.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,923.537,733.982,2835.05,923.537,733.982,2835.05,65,105
1503.4,654.062,2860.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,925.449,740.435,2860.05,925.449,740.435,2860.05,65,105
1503.4,654.062,2885.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,927.363,746.889,2885.05,927.363,746.889,2885.05,65,105
1503.4,654.062,3600.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,982.115,931.489,3600.21,982.115,931.489,3600.21,65,105
1503.4,654.062,3625.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,984.032,937.942,3625.21,984.032,937.942,3625.21,65,105
1503.4,654.062,3650.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,985.95,944.395,3650.21,985.95,944.395,3650.21,65,105
-726.947,-1356.71,-2399.79,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-538.906,-1430.49,-2399.35,-538.872,-1430.75,-2399.79,66,118
-726.947,-1356.71,-2374.79,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-540.78,-1416.25,-2375.67,-540.85,-1415.72,-2374.79,66,118
-726.947,-1356.71,-2349.79,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-542.829,-1400.7,-2349.79,-542.829,-1400.7,-2349.79,66,118
-1115.18,-392.437,-164.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-715.981,-87.8711,-164.95,-715.981,-87.8711,-164.95,66,117
-1115.18,-392.437,-139.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-717.973,-72.8459,-139.95,-717.973,-72.8459,-139.95,66,117
-1115.18,-392.437,-114.95,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-719.967,-57.8215,-114.95,-719.967,-57.8215,-114.95,66,117
-1115.18,721.838,600.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-777.154,372.13,600.215,-777.154,372.13,600.215,66,119
-1115.18,721.838,625.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-779.148,387.157,625.215,-779.148,387.157,625.215,66,119
-1115.18,721.838,650.215,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-781.143,402.181,650.215,-781.143,402.181,650.215,66,119
-1503.4,1686.11,2835.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-955.635,1715.33,2835.05,-955.635,1715.33,2835.05,66,126
-1503.4,1686.11,2860.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-957.628,1730.36,2860.05,-957.628,1730.36,2860.05,66,126
-1503.4,1686.11,2885.05,-1.11022e-16,-5.55112e-17,1,1.51659e-16,1,4.0637e-17,-959.62,1745.39,2885.05,-959.62,1745.39,2885.05,66,126
726.947,-452.238,-164.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,906.57,-104.223,-164.026,906.431,-104.738,-164.95,67,162
726.947,-452.238,-139.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,910.199,-90.801,-139.95,910.199,-90.801,-139.95,67,162
726.947,-452.238,-114.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,913.969,-76.8642,-114.95,913.969,-76.8642,-114.95,67,162
726.947,662.038,600.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1021.63,321.448,600.215,1021.63,321.448,600.215,67,164
726.947,662.038,625.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1025.4,335.382,625.215,1025.4,335.382,625.215,67,164
726.947,662.038,650.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1029.12,349.135,649.896,1029.17,349.313,650.215,67,164
1115.18,1626.31,2835.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1359.05,1566.89,2835.05,1359.05,1566.89,2835.05,67,163
1115.18,1626.31,2860.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1362.82,1580.82,2860.05,1362.82,1580.82,2860.05,67,163
1115.18,1626.31,2885.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1366.6,1594.75,2885.05,1366.6,1594.75,2885.05,67,163
1115.18,1626.31,3600.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1474.4,1993.28,3600.21,1474.4,1993.28,3600.21,67,163
1115.18,1626.31,3625.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1478.17,2007.21,3625.21,1478.17,2007.21,3625.21,67,163
1115.18,1626.31,3650.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1481.93,2021.13,3650.21,1481.93,2021.13,3650.21,67,163
1503.4,3704.86,5835.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1810.1,3237.78,5835.05,1810.1,3237.78,5835.05,67,166
1503.4,3704.86,5860.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1813.85,3251.7,5860.05,1813.85,3251.7,5860.05,67,166
1503.4,3704.86,5885.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1817.78,3266.26,5886.21,1817.6,3265.62,5885.05,67,166
1503.4,3704.86,6600.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1925.24,3664.03,6600.21,1925.24,3664.03,6600.21,67,166
1503.4,3704.86,6625.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1929.01,3677.96,6625.21,1929.01,3677.96,6625.21,67,166
1503.4,3704.86,6650.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,1932.77,3691.89,6650.21,1932.77,3691.89,6650.21,67,166
1115.18,227.988,-164.95,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1112.75,-33.1848,-164.95,1112.75,-33.1848,-164.95,68,4
1115.18,227.988,-139.95,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1115.83,-28.0596,-139.95,1115.83,-28.0596,-139.95,68,4
1115.18,227.988,-114.95,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1118.9,-22.934,-114.95,1118.9,-22.934,-114.95,68,4
1115.18,227.988,600.215,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1206.94,123.563,600.215,1206.94,123.563,600.215,68,4
1115.18,227.988,625.215,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1210.02,128.694,625.215,1210.02,128.694,625.215,68,4
1115.18,227.988,650.215,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1213.09,133.824,650.215,1213.09,133.824,650.215,68,4
1503.4,227.988,2835.05,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1481.86,582.693,2835.05,1481.86,582.693,2835.05,68,9
1503.4,227.988,2860.05,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1484.93,587.828,2860.05,1484.93,587.828,2860.05,68,9
1503.4,227.988,2885.05,0,-5.55112e-17,1,-2.03185e-17,1,7.58296e-17,1488.01,592.966,2885.05,1488.01,592.966,2885.05,68,9
