SurfacePositionX,SurfacePositionY,SurfacePositionZ,HitPositionX,HitPositionY,HitPositionZ,PointOfClosestApproachX,PointOfClosestApproachY,PointOfClosestApproachZ,HitDirectionX,HitDirectionY,HitDirectionZ,eventID,volumeID
8.29917e-13,3574.05,6485.26,-2690.55,3564.06,6490.76,-2690.55,3564.06,6490.76,-0.182612,0.473444,0.861686,10,93
0,0,0,2174.4,4.21714,-0.385191,2173.95,2.19269,-2.30827,0.160629,0.715611,0.679779,12,89
-2.59782e-15,14.95,25.8942,2177.97,20.1106,14.7127,2178.61,22.9814,17.4398,0.160625,0.715596,0.679795,12,89
-1.45123e-15,44.85,25.8942,2183.04,42.6996,36.1716,2182.14,38.698,32.3702,0.160622,0.715596,0.679797,12,89
-4.04905e-15,59.8,51.7883,2185.85,55.2288,48.0741,2186.81,59.4862,52.1186,0.160606,0.715593,0.679803,12,89
-6.64688e-15,74.75,77.6825,2191.47,80.2744,71.8672,2191.47,80.2744,71.8672,0.160597,0.715595,0.679803,12,89
-5.50029e-15,104.65,77.6825,2195.2,96.9066,87.6674,2195,95.991,86.7976,0.160605,0.715599,0.679797,12,89
5.1783e-13,3170.4,3000,2884.51,3167.9,3005.02,2884.24,3166.71,3003.89,0.160856,0.71572,0.67961,12,100
5.15232e-13,3185.35,3025.89,2888.92,3187.5,3023.63,2888.92,3187.5,3023.63,0.160857,0.715714,0.679617,12,100
5.12634e-13,3200.3,3051.79,2894.27,3211.33,3046.25,2893.59,3208.29,3043.37,0.160853,0.715722,0.679609,12,100
5.13781e-13,3230.2,3051.79,2897.12,3224.02,3058.3,2897.12,3224.02,3058.3,0.160837,0.715715,0.679621,12,100
5.11183e-13,3245.15,3077.68,2901.8,3244.81,3078.04,2901.8,3244.81,3078.04,0.16084,0.715712,0.679622,12,100
4.83968e-13,3589,3407.58,2979.45,3590.34,3406.17,2979.45,3590.34,3406.17,0.160835,0.715695,0.679642,12,100
4.8137e-13,3603.95,3433.48,2984.12,3611.14,3425.91,2984.12,3611.14,3425.91,0.160834,0.715702,0.679635,12,100
4.82517e-13,3633.85,3433.48,2987.65,3626.86,3440.84,2987.65,3626.86,3440.84,0.160837,0.715709,0.679626,12,100
4.79919e-13,3648.8,3459.37,2993.25,3651.74,3464.47,2992.33,3647.65,3460.58,0.160832,0.715718,0.679618,12,100
4.77321e-13,3663.75,3485.26,2997,3668.44,3480.33,2997,3668.44,3480.33,0.160832,0.715715,0.679622,12,100
4.78468e-13,3693.65,3485.26,3000.84,3685.55,3496.58,3000.53,3684.16,3495.26,0.160866,0.715727,0.679601,12,100
0,0,0,-200.776,-9.30019,3.44755,-200.845,-7.7326,5.60874,-0.0258249,0.58695,0.809211,13,181
-6.34224e-15,14.95,25.8942,-201.571,8.78055,28.3744,-201.613,9.72866,29.6815,-0.0257987,0.586965,0.809201,13,181
-1.26845e-14,29.9,51.7883,-202.38,27.1896,53.7542,-202.38,27.1896,53.7542,-0.0257866,0.586947,0.809214,13,181
-1.90267e-14,44.85,77.6825,-203.147,44.6503,77.8273,-203.147,44.6503,77.8273,-0.0257915,0.586938,0.809221,13,181
-9.98289e-14,269.1,407.582,-213.453,279.045,400.993,-213.44,278.749,400.584,-0.0258393,0.586923,0.809231,13,181
-9.98289e-14,299,407.582,-213.894,289.056,414.795,-213.894,289.056,414.795,-0.0258273,0.586945,0.809215,13,181
-1.06171e-13,313.95,433.477,-214.661,306.517,438.868,-214.661,306.517,438.868,-0.0258131,0.586948,0.809213,13,181
-1.12513e-13,328.9,459.371,-215.43,323.978,462.941,-215.43,323.978,462.941,-0.0258437,0.586946,0.809213,13,181
-1.18856e-13,343.85,485.265,-216.364,345.209,492.212,-216.198,341.439,487.014,-0.0257966,0.586953,0.80921,13,181
-3.52965e-13,2168.25,3000,-295.227,2164.23,3002.91,-295.227,2164.23,3002.91,-0.0249442,0.586513,0.809556,13,183
-3.59307e-13,2183.2,3025.89,-296.005,2182.51,3028.14,-295.969,2181.68,3027,-0.024952,0.586521,0.809549,13,183
-3.65649e-13,2198.15,3051.79,-296.769,2200.46,3052.92,-296.712,2199.13,3051.08,-0.0249684,0.586523,0.809548,13,183
-3.71991e-13,2213.1,3077.68,-297.455,2216.58,3075.16,-297.455,2216.58,3075.16,-0.0250007,0.586541,0.809534,13,183
-4.52794e-13,2467.25,3407.58,-307.769,2458.51,3409.07,-307.867,2460.81,3412.25,-0.0250081,0.586555,0.809523,13,183
-4.59136e-13,2482.2,3433.48,-308.611,2478.26,3436.33,-308.611,2478.26,3436.33,-0.0249998,0.586567,0.809515,13,183
-4.65478e-13,2497.15,3459.37,-309.355,2495.71,3460.42,-309.355,2495.71,3460.42,-0.024996,0.586571,0.809512,13,183
-4.7182e-13,2512.1,3485.26,-310.098,2513.16,3484.5,-310.098,2513.16,3484.5,-0.0249803,0.586579,0.809506,13,183
-7.05929e-13,4336.5,6000,-387.987,4337.56,6003.1,-387.909,4335.73,6000.56,-0.0247698,0.586811,0.809345,13,185
-7.12272e-13,4351.45,6025.89,-388.646,4353.18,6024.64,-388.646,4353.18,6024.64,-0.0247713,0.586815,0.809342,13,185
-7.18614e-13,4366.4,6051.79,-389.383,4370.64,6048.71,-389.383,4370.64,6048.71,-0.0247634,0.586816,0.809341,13,185
-7.24956e-13,4381.35,6077.68,-390.195,4389.88,6075.25,-390.12,4388.1,6072.79,-0.0247725,0.586827,0.809333,13,185
-8.05758e-13,4635.5,6407.58,-400.294,4629.17,6405.28,-400.432,4632.44,6409.8,-0.0247767,0.586805,0.809349,13,185
-8.121e-13,4650.45,6433.48,-401.052,4647.12,6430.05,-401.169,4649.9,6433.88,-0.0247852,0.586795,0.809356,13,185
-8.18443e-13,4665.4,6459.37,-401.907,4667.35,6457.95,-401.907,4667.35,6457.95,-0.0247936,0.586797,0.809354,13,185
-8.24785e-13,4680.35,6485.26,-402.644,4684.81,6482.03,-402.644,4684.81,6482.03,-0.0248085,0.586797,0.809354,13,185
0,0,0,-787.486,-6.80849,7.78746,-786.993,-8.57624,3.91494,-0.115041,0.412509,0.90366,16,130
-2.01948e-28,14.95,25.8942,-790.09,2.53129,28.2479,-790.439,3.78374,30.9915,-0.115036,0.412515,0.903658,16,130
2.01948e-28,0,51.7883,-792.448,10.9877,46.7726,-792.448,10.9877,46.7726,-0.11502,0.41251,0.903663,16,130
0,14.95,77.6825,-795.894,23.3475,73.8492,-795.894,23.3475,73.8492,-0.114985,0.412504,0.90367,16,130
0,179.4,407.582,-838.533,176.326,408.985,-838.533,176.326,408.985,-0.114971,0.41251,0.903669,16,130
-2.01948e-28,194.35,433.477,-841.977,188.686,436.062,-841.977,188.686,436.062,-0.114965,0.412503,0.903672,16,130
2.01948e-28,209.3,459.371,-845.752,202.229,465.73,-845.422,201.046,463.139,-0.114966,0.412512,0.903668,16,130
0,224.25,485.265,-848.867,213.406,490.215,-848.867,213.406,490.215,-0.114967,0.412514,0.903668,16,130
1.27274e-13,1360.95,3000,-1168.48,1359.66,3000.59,-1168.48,1359.66,3000.59,-0.114563,0.412808,0.903584,16,132
1.27274e-13,1375.9,3025.89,-1171.91,1372.03,3027.66,-1171.91,1372.03,3027.66,-0.11456,0.412816,0.903581,16,132
1.27274e-13,1390.85,3051.79,-1174.7,1382.06,3049.62,-1175.34,1384.4,3054.74,-0.114555,0.412801,0.903589,16,132
1.27274e-13,1405.8,3077.68,-1178.78,1396.77,3081.81,-1178.78,1396.77,3081.81,-0.114554,0.412807,0.903586,16,132
1.27274e-13,1540.35,3407.58,-1219.82,1544.7,3405.6,-1219.82,1544.7,3405.6,-0.114556,0.412849,0.903567,16,132
1.27274e-13,1555.3,3433.48,-1223.26,1557.07,3432.67,-1223.26,1557.07,3432.67,-0.114545,0.412859,0.903563,16,132
1.27274e-13,1570.25,3459.37,-1226.69,1569.44,3459.74,-1226.69,1569.44,3459.74,-0.114535,0.412856,0.903566,16,132
1.27274e-13,1585.2,3485.26,-1230.12,1581.81,3486.82,-1230.12,1581.81,3486.82,-0.114491,0.412827,0.903585,16,132
0,0,0,1092.81,-2.48797,2.5842,1092.81,-2.48796,2.5842,0.121724,0.715037,0.688408,18,104
0,14.95,25.8942,1096.33,18.2084,22.5097,1096.33,18.2084,22.5097,0.121747,0.715039,0.688402,18,104
0,29.9,51.7883,1100.24,41.1987,44.6437,1099.85,38.9048,42.4352,0.121753,0.715032,0.688408,18,104
0,59.8,51.7883,1102.96,57.1442,59.9962,1102.5,54.4214,57.3746,0.12174,0.715014,0.688429,18,104
0,74.75,77.6825,1106.02,75.1175,77.3008,1106.02,75.1175,77.3008,0.121741,0.715025,0.688417,18,104
-4.54747e-13,418.6,407.582,1163.73,414.056,403.627,1164.46,418.39,407.8,0.121717,0.715051,0.688395,18,104
-4.54747e-13,433.55,433.477,1167.98,439.03,427.671,1167.99,439.087,427.725,0.121714,0.715057,0.688389,18,104
-4.54747e-13,463.45,433.477,1170.63,454.605,442.664,1170.63,454.605,442.664,0.121734,0.715072,0.68837,18,104
0,478.4,459.371,1174.57,477.775,464.971,1174.15,475.301,462.589,0.121685,0.71503,0.688422,18,104
0,493.35,485.265,1178.3,499.686,486.067,1177.67,495.997,482.515,0.121703,0.715024,0.688425,18,104
0,3095.15,3000,1622.24,3101.29,2990.05,1622.55,3103.08,2991.77,0.121861,0.715016,0.688405,18,105
0,3125.05,3000,1625.54,3120.64,3008.68,1625.19,3118.59,3006.71,0.121865,0.715015,0.688406,18,105
0,3140,3025.89,1628.72,3139.29,3026.63,1628.72,3139.29,3026.63,0.121868,0.71502,0.6884,18,105
4.54747e-13,3154.95,3051.79,1631.47,3155.43,3042.17,1632.25,3159.98,3046.56,0.12187,0.715017,0.688403,18,105
4.54747e-13,3184.85,3051.79,1634.89,3175.5,3061.5,1634.89,3175.5,3061.5,0.121886,0.715018,0.688399,18,105
0,3199.8,3077.68,1638.99,3199.52,3084.62,1638.42,3196.2,3081.42,0.121884,0.715006,0.688412,18,105
2.27374e-12,3529.2,3407.58,1695.66,3531.97,3404.7,1695.66,3531.97,3404.7,0.12189,0.715015,0.688401,18,107
1.36424e-12,3544.15,3433.48,1699.19,3552.67,3424.63,1699.19,3552.67,3424.63,0.121887,0.71502,0.688397,18,107
1.36424e-12,3574.05,3433.48,1702.11,3569.8,3441.12,1701.83,3568.19,3439.57,0.121895,0.715021,0.688394,18,107
2.27374e-12,3589,3459.37,1705.36,3588.88,3459.49,1705.36,3588.88,3459.49,0.121905,0.715033,0.68838,18,107
1.36424e-12,3603.95,3485.26,1708.89,3609.58,3479.42,1708.89,3609.58,3479.42,0.121911,0.715045,0.688367,18,107
1.36424e-12,3633.85,3485.26,1711.54,3625.1,3494.36,1711.54,3625.1,3494.36,0.121892,0.715062,0.688352,18,107
4.54747e-13,6235.65,6000,2156.25,6232.01,6003.78,2156.25,6232.01,6003.78,0.122004,0.714941,0.688458,18,115
-4.54747e-13,6250.6,6025.89,2160.19,6255.11,6026.03,2159.78,6252.7,6023.71,0.121996,0.71493,0.688471,18,115
4.54747e-13,6265.55,6051.79,2163.74,6275.93,6046.08,2163.31,6273.39,6043.64,0.121997,0.714937,0.688463,18,115
4.54747e-13,6295.45,6051.79,2165.96,6288.91,6058.58,2165.96,6288.91,6058.58,0.121986,0.714918,0.688485,18,115
-4.54747e-13,6310.4,6077.68,2169.51,6309.72,6078.63,2169.49,6309.6,6078.51,0.121982,0.714938,0.688465,18,115
1.36424e-12,6654.25,6407.58,2227.67,6650.63,6406.9,2228.05,6652.85,6409.04,0.121992,0.714945,0.688456,18,115
4.54747e-13,6669.2,6433.48,2231.58,6673.54,6428.97,2231.58,6673.54,6428.97,0.121997,0.714954,0.688445,18,115
4.54747e-13,6699.1,6433.48,2234.23,6689.06,6443.91,2234.23,6689.06,6443.91,0.121958,0.714952,0.688455,18,115
1.36424e-12,6684.15,6459.37,2235.11,6694.24,6448.9,2235.11,6694.24,6448.9,0.121992,0.714944,0.688457,18,115
1.36424e-12,6714.05,6459.37,2237.95,6710.85,6464.89,2237.76,6709.75,6463.83,0.121974,0.714953,0.688451,18,115
4.54747e-13,6729,6485.26,2241.29,6730.45,6483.76,2241.29,6730.45,6483.76,0.121991,0.714959,0.688442,18,115
-3.81823e-13,-2317.75,-6000,-145.918,-2324.93,-5997.23,-145.918,-2324.93,-5997.23,-0.0216946,0.360116,0.932655,19,134
-3.81823e-13,-2302.8,-5974.11,-146.559,-2314.29,-5969.67,-146.559,-2314.29,-5969.67,-0.0216984,0.360104,0.93266,19,134
-3.81823e-13,-2317.75,-5948.21,-146.966,-2307.53,-5952.16,-146.966,-2307.53,-5952.16,-0.0216965,0.360137,0.932647,19,134
-3.81823e-13,-2302.8,-5922.32,-147.537,-2298.05,-5927.62,-147.607,-2296.89,-5924.6,-0.0216626,0.360132,0.93265,19,134
-3.81823e-13,-2168.25,-5592.42,-155.194,-2170.81,-5598.1,-155.329,-2168.56,-5592.3,-0.0216708,0.360154,0.932641,19,134
-3.81823e-13,-2153.3,-5566.52,-155.951,-2158.24,-5565.55,-155.97,-2157.92,-5564.74,-0.021672,0.360162,0.932638,19,134
-3.81823e-13,-2138.35,-5540.63,-156.639,-2146.81,-5535.95,-156.61,-2147.28,-5537.18,-0.0216681,0.360172,0.932634,19,134
-3.81823e-13,-2153.3,-5514.74,-157.017,-2140.52,-5519.67,-157.017,-2140.52,-5519.67,-0.0216771,0.360174,0.932633,19,134
-3.81823e-13,-2123.4,-5514.74,-157.251,-2136.64,-5509.62,-157.251,-2136.64,-5509.62,-0.0216993,0.360175,0.932632,19,134
-3.81823e-13,-1181.55,-3000,-216.625,-1168.85,-3004.9,-216.625,-1168.85,-3004.9,-0.0225447,0.359879,0.932727,19,131
-3.81823e-13,-1151.65,-3000,-216.868,-1164.97,-2994.86,-216.868,-1164.97,-2994.86,-0.0225273,0.359841,0.932742,19,131
-3.81823e-13,-1166.6,-2974.11,-217.291,-1158.22,-2977.34,-217.291,-1158.22,-2977.34,-0.0225349,0.359796,0.932759,19,131
-3.81823e-13,-1151.65,-2948.21,-217.957,-1147.59,-2949.78,-217.957,-1147.59,-2949.78,-0.0225301,0.359793,0.93276,19,131
0,0,0,-289.713,-7.81905,3.01996,-289.713,-7.81904,3.01998,-0.0223297,0.360204,0.932606,19,7
0,14.95,25.8942,-290.373,2.82492,30.5777,-290.373,2.82493,30.5777,-0.0223154,0.360236,0.932594,19,7
0,0,51.7883,-290.792,9.58746,48.085,-290.792,9.58746,48.0849,-0.0223122,0.360236,0.932594,19,7
0,14.95,77.6825,-291.451,20.233,75.6414,-291.451,20.233,75.6414,-0.0222911,0.360297,0.932571,19,7
0,149.5,407.582,-299.4,148.593,407.887,-299.401,148.609,407.927,-0.0223291,0.360296,0.932571,19,7
0,164.45,433.477,-300.061,159.255,435.484,-300.061,159.255,435.484,-0.022341,0.360289,0.932573,19,7
4.03897e-28,179.4,459.371,-300.721,169.901,463.04,-300.721,169.901,463.04,-0.0223352,0.360278,0.932577,19,7
0,164.45,485.265,-301.134,176.562,480.281,-301.14,176.664,480.546,-0.0223253,0.360271,0.93258,19,7
0,0,0,-480.806,1.93824,0.435577,-480.714,1.18337,-0.75212,-0.065411,0.535253,0.842156,20,20
0,14.95,25.8942,-483.015,20.0141,28.8746,-482.672,17.2076,24.4592,-0.065413,0.535279,0.842138,20,20
4.54747e-13,29.9,51.7883,-484.63,33.2323,49.6703,-484.63,33.2323,49.6703,-0.065401,0.535276,0.842141,20,20
0,44.85,77.6825,-486.827,51.2155,77.9634,-486.588,49.2567,74.8816,-0.0653893,0.535268,0.842148,20,20
0,269.1,407.582,-512.848,264.204,413.056,-512.718,263.135,411.374,-0.0653993,0.535286,0.842135,20,20
0,284.05,433.477,-514.676,279.16,436.585,-514.676,279.16,436.585,-0.0654105,0.535286,0.842134,20,20
0,299,459.371,-516.705,295.765,462.71,-516.634,295.184,461.796,-0.065384,0.535276,0.842143,20,20
0,313.95,485.265,-518.44,309.973,485.063,-518.591,311.209,487.007,-0.0653918,0.535302,0.842126,20,20
-4.54747e-13,1899.15,3000,-713.234,1904.27,2993.74,-713.401,1905.63,2995.88,-0.0654342,0.535247,0.842157,20,24
-9.09495e-13,1914.1,3025.89,-715.359,1921.65,3021.09,-715.359,1921.65,3021.09,-0.0654032,0.535245,0.842161,20,24
0,1929.05,3051.79,-717.554,1939.62,3049.36,-717.317,1937.68,3046.31,-0.0654132,0.535238,0.842165,20,24
-4.54747e-13,1944,3077.68,-719.275,1953.7,3071.52,-719.275,1953.7,3071.52,-0.0654066,0.535225,0.842173,20,24
-4.54747e-13,1973.9,3077.68,-720.327,1962.3,3085.05,-720.327,1962.3,3085.05,-0.0653922,0.535227,0.842173,20,24
9.09495e-13,2168.25,3407.58,-745.111,2165.21,3404.31,-745.399,2167.56,3408.02,-0.0653936,0.535242,0.842163,20,24
0,2183.2,3433.48,-747.356,2183.58,3433.23,-747.356,2183.58,3433.23,-0.0653918,0.535243,0.842163,20,24
9.09495e-13,2198.15,3459.37,-749.169,2198.42,3456.57,-749.314,2199.61,3458.44,-0.0653738,0.535249,0.842161,20,24
0,2213.1,3485.26,-751.401,2216.7,3485.33,-751.271,2215.63,3483.66,-0.0653722,0.53526,0.842154,20,24
0,0,0,-56.3316,-0.702484,0.387467,-56.3316,-0.702484,0.387466,-0.00799656,0.482955,0.875609,22,115
-4.54747e-13,14.95,25.8942,-56.5561,12.862,24.9796,-56.5706,13.7358,26.5639,-0.00799175,0.482973,0.875599,22,115
0,29.9,51.7883,-56.8349,29.7079,55.5198,-56.8095,28.1746,52.7401,-0.00799723,0.482989,0.87559,22,115
0,44.85,77.6825,-57.0487,42.6138,78.916,-57.0487,42.6138,78.916,-0.008009,0.482997,0.875585,22,115
4.54747e-13,1659.95,3000,-82.2165,1655.75,3002.91,-82.2124,1655.5,3002.46,-0.0080334,0.483358,0.875386,22,116
0,1674.9,3025.89,-82.4529,1669.95,3028.63,-82.4529,1669.95,3028.63,-0.00805358,0.483347,0.875392,22,116
9.09495e-13,1689.85,3051.79,-82.6588,1682.32,3051.02,-82.6936,1684.4,3054.8,-0.00804969,0.483339,0.875396,22,116
4.54747e-13,1704.8,3077.68,-82.934,1698.85,3080.97,-82.934,1698.85,3080.97,-0.00803137,0.483336,0.875398,22,116
9.09495e-13,1869.25,3407.58,-85.8685,1875.31,3400.56,-85.8943,1876.87,3403.38,-0.00802106,0.483334,0.875399,22,116
0,1884.2,3433.48,-86.1462,1892.05,3430.86,-86.1341,1891.32,3429.55,-0.00802493,0.48334,0.875396,22,116
9.09495e-13,1899.15,3459.37,-86.3744,1905.77,3455.72,-86.3744,1905.77,3455.72,-0.00804978,0.483326,0.875403,22,116
0,1914.1,3485.26,-86.6151,1920.22,3481.89,-86.6151,1920.22,3481.89,-0.00804832,0.483316,0.875409,22,116
0,3319.9,6000,-109.273,3311.01,5998.15,-109.32,3313.87,6003.33,-0.007952,0.483477,0.875321,22,125
-9.09495e-13,3334.85,6025.89,-109.558,3328.32,6029.5,-109.558,3328.32,6029.5,-0.00794923,0.483485,0.875316,22,125
0,3349.8,6051.79,-109.796,3342.77,6055.67,-109.796,3342.77,6055.67,-0.00795074,0.483473,0.875323,22,125
-9.09495e-13,3364.75,6077.68,-110.014,3356.03,6079.67,-110.033,3357.23,6081.84,-0.00793651,0.483473,0.875323,22,125
0,3529.2,6407.58,-112.959,3535.29,6404.22,-112.959,3535.29,6404.22,-0.00793849,0.483456,0.875333,22,125
0,3544.15,6433.48,-113.216,3550.93,6432.54,-113.196,3549.74,6430.39,-0.00794295,0.48346,0.87533,22,125
0,3559.1,6459.37,-113.434,3564.2,6456.56,-113.434,3564.2,6456.56,-0.0079395,0.483454,0.875334,22,125
-9.09495e-13,3574.05,6485.26,-113.671,3578.65,6482.72,-113.671,3578.65,6482.72,-0.00795031,0.483437,0.875343,22,125
0,0,0,-1804.75,4.47154,-2.52735,-1805.05,4.78898,-0.986799,-0.189642,0.198154,0.96165,23,98
0,14.95,25.8942,-1810.17,10.1398,24.9793,-1810.53,10.5166,26.8078,-0.189665,0.198178,0.961641,23,98
-4.54747e-13,29.9,51.7883,-1816.01,16.2444,54.6024,-1816.01,16.2444,54.6024,-0.189675,0.198172,0.96164,23,98
0,14.95,77.6825,-1820.33,20.754,76.4865,-1820.33,20.754,76.4865,-0.189657,0.198164,0.961645,23,98
-2.27374e-12,89.7,407.582,-1884.31,87.603,400.889,-1885.65,89.0116,407.724,-0.189648,0.198157,0.961648,23,98
-1.36424e-12,104.65,433.477,-1890.18,93.7448,430.697,-1891.13,94.7378,435.518,-0.18962,0.198078,0.96167,23,98
-2.27374e-12,89.7,459.371,-1895.45,99.2459,457.404,-1895.45,99.2459,457.404,-0.189597,0.198094,0.961671,23,98
-1.36424e-12,104.65,485.265,-1900.93,104.971,485.199,-1900.93,104.971,485.199,-0.189584,0.198088,0.961675,23,98
4.54747e-13,627.9,3000,-2397.07,622.969,3001.01,-2397.07,622.969,3001.01,-0.190663,0.197917,0.961497,23,105
1.36424e-12,642.85,3025.89,-2402.58,628.691,3028.81,-2402.58,628.691,3028.81,-0.190707,0.197973,0.961477,23,105
4.54747e-13,627.9,3051.79,-2407.2,633.48,3052.07,-2406.93,633.198,3050.7,-0.190685,0.198007,0.961474,23,105
1.36424e-12,642.85,3077.68,-2413.8,640.334,3085.35,-2412.44,638.922,3078.49,-0.190698,0.198016,0.96147,23,105
-4.54747e-13,717.6,3407.58,-2478.14,707.137,3409.74,-2478.14,707.137,3409.74,-0.190689,0.197991,0.961477,23,105
4.54747e-13,702.65,3433.48,-2482.71,711.882,3432.78,-2482.48,711.644,3431.62,-0.190647,0.197987,0.961486,23,105
-4.54747e-13,717.6,3459.37,-2489.21,718.632,3465.56,-2487.99,717.368,3459.42,-0.190661,0.197985,0.961483,23,105
4.54747e-13,732.55,3485.26,-2493.5,723.091,3487.21,-2493.5,723.091,3487.21,-0.190655,0.198004,0.961481,23,105
0,0,0,150.94,7.2419,-4.37596,150.94,7.2419,-4.37597,0.021138,0.517057,0.85569,24,86
-2.59782e-15,14.95,25.8942,151.572,22.7021,21.21,151.572,22.7021,21.21,0.0211198,0.517048,0.855696,24,86
-5.19565e-15,29.9,51.7883,152.203,38.1622,46.796,152.203,38.1622,46.796,0.0211103,0.517041,0.8557,24,86
-7.79347e-15,44.85,77.6825,152.834,53.6222,72.3819,152.834,53.6222,72.3819,0.0211267,0.517048,0.855695,24,86
-4.07417e-14,239.2,407.582,160.93,251.621,400.078,160.93,251.621,400.078,0.0211529,0.517019,0.855713,24,86
-3.95951e-14,269.1,407.582,161.174,257.604,409.98,161.257,259.617,413.312,0.0211244,0.51701,0.855719,24,86
-4.21929e-14,284.05,433.477,161.889,275.076,438.899,161.889,275.076,438.899,0.0211464,0.517034,0.855704,24,86
-4.47908e-14,299,459.371,162.521,290.536,464.485,162.521,290.536,464.485,0.0211176,0.517052,0.855693,24,86
-4.73886e-14,313.95,485.265,163.055,303.624,486.144,163.152,305.997,490.071,0.0211007,0.517078,0.855678,24,86
4.42223e-14,2078.55,3407.58,235.101,2072.21,3411.42,235.101,2072.21,3411.42,0.0209151,0.517291,0.855554,24,87
4.16245e-14,2093.5,3433.48,235.611,2084.82,3432.27,235.726,2087.68,3437,0.0209198,0.517275,0.855563,24,87
3.90267e-14,2108.45,3459.37,236.339,2102.83,3462.05,236.352,2103.14,3462.58,0.0209191,0.517269,0.855567,24,87
3.64288e-14,2123.4,3485.26,236.978,2118.63,3488.19,236.977,2118.61,3488.16,0.0209131,0.517281,0.85556,24,87
-2.13634e-13,3633.35,6000,299.266,3635.88,5998.47,299.266,3635.88,5998.47,0.0211403,0.51715,0.855634,24,94
-2.16232e-13,3648.3,6025.89,299.985,3653.46,6027.56,299.898,3651.34,6024.06,0.0211778,0.517156,0.855629,24,94
-2.1883e-13,3663.25,6051.79,300.532,3666.8,6049.64,300.532,3666.8,6049.64,0.0212091,0.517161,0.855625,24,94
-2.21428e-13,3678.2,6077.68,301.165,3682.27,6075.23,301.165,3682.27,6075.23,0.0211562,0.517176,0.855618,24,94
-2.54376e-13,3872.55,6407.58,309.263,3880.32,6402.89,309.263,3880.32,6402.89,0.0211474,0.51719,0.855609,24,94
0,0,0,-826.281,13.0114,0.151533,-826.249,12.7398,-1.78596,-0.016683,0.138811,0.990178,25,84
2.2557e-15,14.95,25.8942,-825.042,16.8991,23.0245,-824.773,17.3801,25.4025,0.109947,0.19708,0.974203,25,84
4.51139e-15,29.9,51.7883,-826.446,21.2184,52.1501,-826.527,21.2492,52.5157,-0.21396,0.0818419,0.973408,25,84
8.59794e-15,14.95,77.6825,-830.896,18.7812,77.8083,-830.967,18.652,78.44,-0.108793,-0.199274,0.973886,25,84
3.70985e-14,209.3,407.582,-1051.01,208.053,412.386,-1047.88,206.878,408.274,-0.59088,0.221648,0.775715,25,84
4.54747e-13,-1764.1,-3000,759.627,-1764.02,-3000.05,759.627,-1764.02,-3000.05,0.105204,0.507656,0.855113,26,102
9.09495e-13,-1749.15,-2974.11,762.745,-1748.97,-2974.71,762.79,-1748.75,-2974.34,0.105179,0.507644,0.855123,26,102
9.09495e-13,-1734.2,-2948.21,765.952,-1733.49,-2948.63,765.952,-1733.49,-2948.63,0.105195,0.50764,0.855123,26,102
9.09495e-13,-1719.25,-2922.32,769.115,-1718.23,-2922.92,769.115,-1718.23,-2922.92,0.105194,0.50764,0.855123,26,102
0,-1524.9,-2592.42,809.626,-1522.77,-2593.68,809.626,-1522.77,-2593.68,0.105189,0.507627,0.855132,26,102
0,-1509.95,-2566.52,812.198,-1510.36,-2572.77,812.788,-1507.51,-2567.97,0.105191,0.507629,0.85513,26,102
9.09495e-13,-1495,-2540.63,815.951,-1492.25,-2542.26,815.951,-1492.25,-2542.26,0.105201,0.507604,0.855144,26,102
4.54747e-13,-1480.05,-2514.74,819.053,-1477.28,-2517.05,819.114,-1476.99,-2516.55,0.105217,0.507607,0.85514,26,102
0,0,0,1131.63,12.1755,-7.2331,1131.63,12.1755,-7.23311,0.106461,0.507841,0.854847,26,101
0,29.9,0,1133.23,19.8161,5.62886,1133.27,19.9748,5.89597,0.106455,0.507821,0.85486,26,101
0,14.95,25.8942,1134.83,27.4451,18.4713,1134.83,27.4451,18.4713,0.106449,0.507835,0.854852,26,101
0,44.85,25.8942,1136.47,35.2446,31.6004,1136.47,35.2446,31.6003,0.10645,0.507832,0.854854,26,101
4.54747e-13,59.8,51.7883,1139.67,50.5142,57.3045,1139.67,50.5142,57.3045,0.106444,0.507823,0.85486,26,101
0,74.75,77.6825,1142.87,65.7838,83.0089,1142.87,65.7838,83.0089,0.106455,0.507829,0.854855,26,101
1.36424e-12,269.6,433.477,1186.69,274.822,434.89,1186.28,272.839,431.553,0.106466,0.507833,0.854851,26,103
2.27374e-12,284.55,459.371,1189.48,288.109,457.257,1189.48,288.109,457.257,0.106471,0.507836,0.854849,26,103
1.36424e-12,299.5,485.265,1192.61,303.062,482.428,1192.68,303.379,482.961,0.10649,0.507832,0.854849,26,103
-4.54747e-13,1809.45,3000,1507.94,1801.73,3004.59,1507.94,1801.73,3004.59,0.106987,0.508222,0.854555,26,110
-1.36424e-12,1824.4,3025.89,1511.52,1818.73,3033.18,1511.15,1817.01,3030.29,0.106997,0.508219,0.854556,26,110
-4.54747e-13,1839.35,3051.79,1514.37,1832.29,3055.99,1514.37,1832.29,3055.99,0.106991,0.50823,0.85455,26,110
-1.36424e-12,1854.3,3077.68,1517.59,1847.58,3081.68,1517.59,1847.58,3081.68,0.106993,0.508245,0.85454,26,110
1.36424e-12,2048.65,3407.58,1558.71,2042.96,3410.18,1558.79,2043.3,3410.76,0.106979,0.508248,0.854541,26,110
