SurfacePositionX,SurfacePositionY,SurfacePositionZ,HitPositionX,HitPositionY,HitPositionZ,PointOfClosestApproachX,PointOfClosestApproachY,PointOfClosestApproachZ,HitDirectionX,HitDirectionY,HitDirectionZ,eventID,volumeID
7.66819e-13,6579.5,6433.48,1416.2,6584.34,6428.51,1416.2,6584.34,6428.51,0.0783824,0.713755,0.695995,86,99
7.64988e-13,6609.4,6433.48,1417.88,6599.67,6443.46,1417.88,6599.67,6443.46,0.0784223,0.713747,0.695999,86,99
7.67244e-13,6624.35,6459.37,1420.15,6620.27,6463.55,1420.15,6620.27,6463.55,0.0784655,0.713744,0.695997,86,99
7.69499e-13,6639.3,6485.26,1422.41,6640.88,6483.65,1422.41,6640.88,6483.65,0.0784635,0.713741,0.696001,86,99
1.92239e-14,-313.95,-329.9,-9.01155,-305.267,-337.92,-9.01155,-305.267,-337.92,-0.00109056,0.678485,0.734614,87,40
1.7393e-14,-284.05,-329.9,-9.03254,-292.223,-323.796,-9.0337,-291.503,-323.017,-0.00109259,0.678465,0.734632,87,40
0,0,0,-9.51054,1.66106,-5.58484,-9.51385,3.68005,-3.39871,-0.00111051,0.678467,0.73463,87,40
-9.15423e-16,14.95,25.8942,-9.54505,22.7534,17.2536,-9.54622,23.468,18.0273,-0.00110943,0.678471,0.734626,87,40
-2.74627e-15,44.85,25.8942,-9.56863,37.2322,32.9302,-9.56863,37.2322,32.9302,-0.00109812,0.678496,0.734603,87,40
-3.66169e-15,59.8,51.7883,-9.59822,56.0212,53.2726,-9.59976,57.021,54.3551,-0.00104222,0.678502,0.734598,87,40
-4.57712e-15,74.75,77.6825,-9.62983,76.8097,75.7802,-9.62983,76.8097,75.7802,-0.00102154,0.678489,0.73461,87,40
-2.01393e-14,2407.45,2592.42,-13.1959,2405.67,2597.36,-13.1935,2404.03,2595.58,-0.00102739,0.67852,0.734581,87,42
-2.10547e-14,2422.4,2618.31,-13.2232,2423.82,2617,-13.2232,2423.82,2617,-0.00101218,0.678515,0.734586,87,42
-2.19702e-14,2437.35,2644.21,-13.2527,2443.61,2638.43,-13.2527,2443.61,2638.43,-0.00101942,0.678522,0.734579,87,42
-2.3801e-14,2467.25,2644.21,-13.2734,2457.37,2653.33,-13.2734,2457.37,2653.33,-0.00101365,0.6785,0.734599,87,42
-2.47164e-14,2482.2,2670.1,-13.3007,2477.16,2674.75,-13.3007,2477.16,2674.75,-0.000913318,0.678643,0.734468,87,42
-4.21095e-14,2766.25,3000,-13.6962,2772.29,2994.16,-13.6964,2772.42,2994.3,-0.000907131,0.678634,0.734476,87,42
-4.39403e-14,2796.15,3000,-13.7147,2786.19,3009.2,-13.7147,2786.19,3009.2,-0.000888806,0.678618,0.734491,87,42
-4.48558e-14,2811.1,3025.89,-13.7428,2807.9,3032.7,-13.7403,2805.98,3030.62,-0.000871664,0.678614,0.734494,87,42
-4.57712e-14,2826.05,3051.79,-13.7708,2829.62,3056.21,-13.7659,2825.77,3052.04,-0.000878596,0.678632,0.734478,87,42
-4.66866e-14,2841,3077.68,-13.7916,2845.57,3073.46,-13.7916,2845.57,3073.46,-0.000881383,0.678637,0.734474,87,42
-6.22488e-14,5173.7,5592.42,-16.7529,5175.34,5595.02,-16.7504,5173.29,5592.8,-0.000826524,0.678671,0.734442,87,49
-6.31642e-14,5188.65,5618.31,-16.7757,5194.04,5615.26,-16.7745,5193.08,5614.22,-0.000825907,0.678667,0.734446,87,49
-6.40796e-14,5203.6,5644.21,-16.7987,5212.87,5635.64,-16.7987,5212.87,5635.64,-0.000838292,0.678672,0.734441,87,49
-6.59105e-14,5233.5,5644.21,-16.8124,5223.99,5647.67,-16.8157,5226.64,5650.54,-0.000833721,0.678673,0.73444,87,49
-6.68259e-14,5248.45,5670.1,-16.8401,5246.44,5671.96,-16.8401,5246.44,5671.96,-0.000836594,0.67866,0.734452,87,49
-8.4219e-14,5532.5,6000,-17.2014,5541.7,5991.5,-17.2014,5541.7,5991.5,-0.000829921,0.678671,0.734442,87,49
-8.60498e-14,5562.4,6000,-17.218,5555.47,6006.4,-17.218,5555.47,6006.4,-0.000808126,0.678673,0.73444,87,49
-8.69652e-14,5577.35,6025.89,-17.2414,5575.26,6027.82,-17.2414,5575.26,6027.82,-0.000791171,0.678646,0.734465,87,49
-8.78807e-14,5592.3,6051.79,-17.2645,5595.05,6049.24,-17.2645,5595.05,6049.24,-0.00079547,0.678644,0.734467,87,49
-8.87961e-14,5607.25,6077.68,-17.2876,5614.85,6070.66,-17.2876,5614.85,6070.66,-0.000786867,0.678631,0.734479,87,49
-9.06269e-14,5637.15,6077.68,-17.3049,5630,6087.07,-17.3034,5628.62,6085.57,-0.000765272,0.678625,0.734485,87,49
0,0,0,-808.655,-12.5328,2.67777,-808.655,-12.5328,2.67777,-0.0854946,0.20818,0.974347,88,99
4.54747e-13,-14.95,25.8942,-810.559,-7.89434,24.3866,-810.559,-7.89433,24.3866,-0.085459,0.208189,0.974348,88,99
4.54747e-13,0,51.7883,-812.999,-1.95037,52.2051,-812.999,-1.95037,52.2051,-0.0854375,0.208189,0.97435,88,99
0,14.95,77.6825,-815.579,4.33685,81.6332,-815.438,3.99289,80.023,-0.085457,0.208127,0.974361,88,99
1.81899e-12,59.8,407.582,-843.917,73.3385,404.691,-843.917,73.3385,404.691,-0.0854841,0.208113,0.974362,88,99
9.09495e-13,74.75,433.477,-846.358,79.2798,432.509,-846.358,79.2798,432.509,-0.0854892,0.208095,0.974365,88,99
1.81899e-12,89.7,459.371,-848.782,85.1801,460.136,-848.799,85.221,460.327,-0.0854997,0.208097,0.974364,88,99
9.09495e-13,104.65,485.265,-851.24,91.162,488.145,-851.24,91.162,488.145,-0.0855007,0.208079,0.974368,88,99
0,627.9,3000,-1071.27,627.663,3000.05,-1071.27,627.663,3000.05,-0.0853908,0.207713,0.974456,88,106
-9.09495e-13,642.85,3025.89,-1073.71,633.593,3027.87,-1073.71,633.593,3027.87,-0.0854022,0.207747,0.974447,88,106
0,627.9,3051.79,-1075.61,638.224,3049.59,-1075.61,638.224,3049.59,-0.0853973,0.207734,0.974451,88,106
-9.09495e-13,642.85,3077.68,-1078.56,645.391,3083.21,-1078.05,644.154,3077.4,-0.0853891,0.207749,0.974448,88,106
9.09495e-13,717.6,3407.58,-1107.23,715.138,3410.37,-1107.04,714.677,3408.21,-0.0854037,0.207738,0.974449,88,106
0,732.55,3433.48,-1109.63,720.987,3437.8,-1109.48,720.607,3436.02,-0.0853539,0.207725,0.974456,88,106
9.09495e-13,717.6,3459.37,-1111.38,725.237,3457.74,-1111.38,725.237,3457.74,-0.0853354,0.207705,0.974462,88,106
0,732.55,3485.26,-1113.55,730.532,3482.58,-1113.81,731.166,3485.56,-0.0853417,0.207685,0.974466,88,106
0,0,0,-1151.13,-4.76474,4.07607,-1150.83,-5.48367,2.49758,-0.166946,0.408673,0.897282,89,67
0,14.95,25.8942,-1155.87,6.8521,29.5823,-1155.87,6.85209,29.5823,-0.16694,0.408664,0.897288,89,67
0,29.9,51.7883,-1160.91,19.1871,56.667,-1160.91,19.1871,56.667,-0.166955,0.408629,0.8973,89,67
0,14.95,77.6825,-1163.85,26.3859,72.4746,-1163.85,26.3859,72.4746,-0.16696,0.408627,0.897301,89,67
-4.54747e-13,179.4,407.582,-1225.89,178.178,405.839,-1226.24,179.046,407.744,-0.166986,0.408574,0.89732,89,67
-4.54747e-13,194.35,433.477,-1231.28,191.379,434.83,-1231.28,191.379,434.83,-0.166977,0.408578,0.89732,89,67
0,209.3,459.371,-1236.32,203.712,461.915,-1236.32,203.712,461.915,-0.167017,0.408582,0.89731,89,67
-4.54747e-13,224.25,485.265,-1241.36,216.045,489.001,-1241.36,216.045,489.001,-0.167023,0.408576,0.897312,89,67
-4.54747e-13,1360.95,3000,-1707.83,1359.87,3000.49,-1707.83,1359.87,3000.49,-0.166508,0.408789,0.897311,89,68
-9.09495e-13,1375.9,3025.89,-1712.85,1372.2,3027.58,-1712.85,1372.2,3027.58,-0.166515,0.408811,0.8973,89,68
-4.54747e-13,1390.85,3051.79,-1717.88,1384.54,3054.66,-1717.88,1384.54,3054.66,-0.166529,0.408837,0.897285,89,68
-9.09495e-13,1405.8,3077.68,-1722.91,1396.88,3081.74,-1722.91,1396.88,3081.74,-0.166536,0.408817,0.897293,89,68
-4.54747e-13,1540.35,3407.58,-1783.02,1544.48,3405.7,-1783.02,1544.48,3405.7,-0.166525,0.408838,0.897285,89,68
-1.36424e-12,1555.3,3433.48,-1787.76,1556.11,3431.22,-1788.05,1556.82,3432.78,-0.166533,0.408838,0.897284,89,68
-4.54747e-13,1570.25,3459.37,-1792.18,1566.96,3455.02,-1793.07,1569.16,3459.87,-0.166525,0.408862,0.897274,89,68
-1.36424e-12,1585.2,3485.26,-1798.01,1581.29,3486.47,-1798.1,1581.51,3486.95,-0.166551,0.408867,0.897267,89,68
4.54747e-13,2736.35,6000,-2266.47,2728.63,6006.4,-2266.03,2727.54,6004.01,-0.166831,0.408284,0.89748,89,75
4.54747e-13,2736.35,6051.79,-2274.01,2747.06,6046.92,-2274.01,2747.06,6046.92,-0.166883,0.408225,0.897498,89,75
0,0,0,-1401.8,-9.82542,1.34941,-1401.8,-9.82542,1.3494,-0.113322,0.135184,0.984319,92,11
-9.09495e-13,-14.95,25.8942,-1404.5,-6.61199,24.7492,-1404.5,-6.61199,24.7492,-0.11331,0.135164,0.984323,92,11
0,0,51.7883,-1407.65,-2.84547,52.179,-1407.65,-2.84547,52.179,-0.113313,0.135161,0.984323,92,11
-9.09495e-13,14.95,77.6825,-1410.81,0.921315,79.6096,-1410.81,0.921315,79.6096,-0.113346,0.135216,0.984312,92,11
0,59.8,407.582,-1448.79,46.2314,409.446,-1448.79,46.2314,409.446,-0.113317,0.135222,0.984314,92,11
-9.09495e-13,44.85,433.477,-1451.48,49.4456,432.845,-1451.48,49.4456,432.845,-0.113313,0.1352,0.984318,92,11
0,59.8,459.371,-1454.64,53.2132,460.275,-1454.64,53.2132,460.276,-0.113298,0.135198,0.98432,92,11
-9.09495e-13,44.85,485.265,-1457.33,56.4271,483.675,-1457.33,56.4271,483.675,-0.113288,0.135192,0.984322,92,11
0,0,0,714.666,3.24976,6.55859,714.085,-1.59033,1.53104,0.0829661,0.691158,0.717925,93,120
0,14.95,25.8942,716.501,18.5386,22.4392,716.501,18.5386,22.4392,0.0829601,0.691171,0.717914,93,120
-4.54747e-13,29.9,51.7883,718.94,38.8562,43.5431,718.917,38.6678,43.3473,0.0828958,0.691167,0.717925,93,120
-4.54747e-13,59.8,51.7883,720.642,53.05,58.2866,720.642,53.05,58.2866,0.0828948,0.691159,0.717933,93,120
0,74.75,77.6825,723.056,73.1788,79.1951,723.056,73.1788,79.1951,0.0828761,0.691161,0.717933,93,120
0,388.7,407.582,760.928,389.025,407.269,760.928,389.025,407.269,0.0828689,0.691166,0.717929,93,120
4.54747e-13,403.65,433.477,763.404,409.68,428.724,763.341,409.154,428.178,0.0828742,0.691166,0.717929,93,120
4.54747e-13,433.55,433.477,765.066,423.537,443.117,765.066,423.537,443.117,0.0828664,0.691179,0.717917,93,120
0,448.5,459.371,766.986,439.549,459.748,767.479,443.667,464.024,0.0828578,0.691218,0.717881,93,120
0,463.45,485.265,770.047,465.086,486.27,769.892,463.797,484.931,0.0828512,0.691211,0.717888,93,120
0,2885.85,3000,1059.02,2881.88,2996.75,1059.44,2885.41,3000.42,0.082966,0.691231,0.717856,93,121
4.54747e-13,2900.8,3025.89,1061.86,2905.54,3021.33,1061.86,2905.54,3021.33,0.0829752,0.691216,0.717868,93,121
-4.54747e-13,2915.75,3051.79,1064.27,2925.67,3042.23,1064.27,2925.67,3042.23,0.0829814,0.691222,0.717863,93,121
-4.54747e-13,2945.65,3051.79,1065.54,2936.2,3053.17,1066,2940.06,3057.17,0.0829758,0.691232,0.717853,93,121
0,2960.6,3077.68,1068.98,2964.91,3082.98,1068.42,2960.19,3078.08,0.0829521,0.691238,0.71785,93,121
-9.09495e-13,3274.55,3407.58,1106.33,3276.07,3406.12,1106.33,3276.07,3406.12,0.0829561,0.691234,0.717853,93,121
0,3289.5,3433.48,1108.33,3292.73,3423.43,1108.74,3296.2,3427.03,0.0829639,0.691242,0.717845,93,121
0,3319.4,3433.48,1110.47,3310.58,3441.97,1110.47,3310.58,3441.97,0.0829412,0.691249,0.717841,93,121
-9.09495e-13,3334.35,3459.37,1112.88,3330.71,3462.87,1112.88,3330.71,3462.87,0.082958,0.69124,0.717847,93,121
0,3349.3,3485.26,1115.71,3354.27,3487.34,1115.3,3350.84,3483.78,0.0829576,0.691248,0.71784,93,121
0,5771.7,6000,1406.15,5773.84,6001.07,1405.96,5772.28,5999.45,0.0825431,0.691261,0.717875,93,130
9.09495e-13,5786.65,6025.89,1408.6,5794.35,6022.37,1408.37,5792.41,6020.35,0.0825322,0.691268,0.71787,93,130
9.09495e-13,5816.55,6025.89,1410.08,5806.79,6035.29,1410.08,5806.79,6035.29,0.0825613,0.691279,0.717856,93,130
0,5831.5,6051.79,1412.44,5826.51,6055.77,1412.49,5826.92,6056.2,0.0825551,0.691274,0.717861,93,130
0,-986.7,-3000,-953.598,-999.67,-2995.7,-953.598,-999.67,-2995.7,-0.145073,0.311595,0.939075,95,162
0,-1001.65,-2974.11,-956.512,-993.413,-2976.84,-956.512,-993.413,-2976.84,-0.14507,0.311592,0.939077,95,162
0,-986.7,-2948.21,-960.914,-983.958,-2948.34,-960.805,-984.191,-2949.04,-0.145077,0.311598,0.939074,95,162
0,-971.75,-2922.32,-965.436,-974.244,-2919.07,-965.099,-974.968,-2921.25,-0.145068,0.311598,0.939075,95,162
0,-867.1,-2592.42,-1015.84,-865.986,-2592.79,-1015.84,-865.986,-2592.79,-0.14506,0.311589,0.939079,95,162
-4.54747e-13,-852.15,-2566.52,-1020.31,-856.372,-2563.81,-1020.13,-856.764,-2564.99,-0.145076,0.311577,0.939081,95,162
0,-837.2,-2540.63,-1024.42,-847.542,-2537.2,-1024.42,-847.542,-2537.2,-0.145066,0.311578,0.939082,95,162
-4.54747e-13,-852.15,-2514.74,-1027.34,-841.285,-2518.34,-1027.34,-841.285,-2518.34,-0.145066,0.311593,0.939077,95,162
0,0,0,-1416.12,-5.17112,1.71547,-1416.12,-5.17112,1.71547,-0.144571,0.311559,0.939165,95,161
-4.54747e-13,14.95,25.8942,-1420.42,4.10604,29.6809,-1420.4,4.04947,29.5103,-0.144563,0.31156,0.939166,95,161
4.54747e-13,0,51.7883,-1423.34,10.3971,48.6448,-1423.3,10.3058,48.3696,-0.144555,0.311551,0.93917,95,161
0,14.95,77.6825,-1427.12,18.5403,73.1928,-1427.58,19.526,76.1645,-0.144568,0.311544,0.93917,95,161
9.09495e-13,119.6,407.582,-1478.15,128.484,404.636,-1478.15,128.484,404.636,-0.144587,0.311522,0.939175,95,161
0,134.55,433.477,-1482.42,137.704,432.43,-1482.42,137.704,432.43,-0.144597,0.311537,0.939168,95,161
9.09495e-13,149.5,459.371,-1486.7,146.924,460.225,-1486.7,146.924,460.225,-0.144623,0.311543,0.939162,95,161
0,164.45,485.265,-1490.98,156.144,488.02,-1490.98,156.144,488.02,-0.144608,0.311561,0.939158,95,161
0,1002.15,3000,-1877.56,989.535,3002.38,-1877.81,990.073,3004,-0.144328,0.311161,0.939334,95,164
-9.09495e-13,987.2,3025.89,-1880.71,996.324,3022.87,-1880.71,996.324,3022.87,-0.144342,0.311157,0.939333,95,164
0,1002.15,3051.79,-1885.47,1006.61,3053.91,-1884.98,1005.53,3050.67,-0.1443,0.311181,0.939332,95,164
-9.09495e-13,1017.1,3077.68,-1889.25,1014.74,3078.46,-1889.25,1014.74,3078.46,-0.144316,0.311183,0.939328,95,164
0,1121.75,3407.58,-1938.88,1121.79,3401.59,-1939.71,1123.58,3406.98,-0.14431,0.311185,0.939329,95,164
0,1136.7,3433.48,-1943.98,1132.78,3434.77,-1943.98,1132.78,3434.77,-0.144302,0.311187,0.939329,95,164
0,1151.65,3459.37,-1948.25,1141.99,3462.57,-1948.25,1141.99,3462.57,-0.144263,0.311176,0.939339,95,164
-9.09495e-13,1136.7,3485.26,-1951.15,1148.24,3481.44,-1951.15,1148.24,3481.44,-0.144222,0.311195,0.939339,95,164
0,0,0,1252.9,-12.5807,4.28059,1252.9,-12.5807,4.28057,0.187946,0.316374,0.92983,97,4
0,-14.95,25.8942,1256.67,-6.23512,22.9285,1256.67,-6.23512,22.9285,0.187946,0.316418,0.929815,97,4
4.54747e-13,0,51.7883,1262.28,3.21362,50.6948,1262.28,3.21362,50.6948,0.187943,0.316408,0.929819,97,4
0,14.95,77.6825,1267.89,12.6623,78.461,1267.89,12.6623,78.461,0.187948,0.316419,0.929814,97,4
0,119.6,407.582,1333.31,122.799,402.105,1334.11,124.138,406.038,0.187941,0.316419,0.929816,97,4
0,134.55,433.477,1339.72,133.587,433.804,1339.72,133.587,433.804,0.187933,0.316434,0.929812,97,4
4.54747e-13,149.5,459.371,1345.33,143.036,461.571,1345.33,143.036,461.571,0.187944,0.316426,0.929813,97,4
0,164.45,485.265,1350.94,152.485,489.337,1350.94,152.485,489.337,0.187939,0.31642,0.929816,97,4
-4.54747e-13,1016.6,3000,1858.53,1007.93,3002.95,1858.53,1007.93,3002.95,0.187757,0.316207,0.929925,97,6
-9.09495e-13,1001.65,3025.89,1862.3,1014.27,3021.6,1862.3,1014.27,3021.6,0.187745,0.316248,0.929914,97,6
0,1016.6,3051.79,1867.9,1023.72,3049.37,1867.9,1023.72,3049.37,0.187739,0.31623,0.929921,97,6
-4.54747e-13,1031.55,3077.68,1873.51,1033.16,3077.14,1873.51,1033.16,3077.14,0.187749,0.316234,0.929917,97,6
9.09495e-13,1136.2,3407.58,1939.65,1144.56,3404.74,1939.65,1144.56,3404.74,0.187785,0.316237,0.929909,97,6
0,1151.15,3433.48,1945.26,1154.01,3432.5,1945.26,1154.01,3432.5,0.18781,0.316239,0.929903,97,6
9.09495e-13,1166.1,3459.37,1949.82,1161.68,3455.05,1950.87,1163.45,3460.27,0.187824,0.316244,0.929899,97,6
0,1181.05,3485.26,1957.04,1173.83,3490.8,1956.48,1172.89,3488.04,0.187819,0.316227,0.929906,97,6
9.09495e-13,2018.75,6000,2463.18,2026.62,5997.32,2463.18,2026.62,5997.32,0.187701,0.316719,0.929762,97,16
0,2033.7,6025.89,2467.9,2034.59,6020.71,2468.79,2036.08,6025.08,0.187706,0.316718,0.929761,97,16
9.09495e-13,2048.65,6051.79,2475.46,2047.34,6058.13,2474.39,2045.54,6052.85,0.187698,0.316725,0.929761,97,16
0,2063.6,6077.68,2480.16,2055.28,6081.43,2480,2055,6080.61,0.187703,0.316725,0.92976,97,16
9.09495e-13,2168.25,6407.58,2545.75,2165.96,6406.32,2546.12,2166.58,6408.15,0.187689,0.316752,0.929753,97,16
0,2183.2,6433.48,2551.77,2176.12,6436.15,2551.72,2176.04,6435.92,0.187691,0.316767,0.929748,97,16
9.09495e-13,2198.15,6459.37,2557.09,2185.1,6462.49,2557.33,2185.5,6463.68,0.18766,0.316756,0.929758,97,16
0,2183.2,6485.26,2561.61,2192.73,6484.9,2561.09,2191.85,6482.32,0.187648,0.316765,0.929757,97,16
0,-986.7,-3000,1262.97,-987.491,-2995.08,1262.11,-988.878,-2999.28,0.1905,0.307566,0.932262,98,162
0,-971.75,-2974.11,1268.19,-979.058,-2969.52,1267.79,-979.706,-2971.48,0.190505,0.307567,0.932261,98,162
0,-986.7,-2948.21,1271.66,-973.47,-2952.58,1271.66,-973.47,-2952.58,0.190496,0.30759,0.932255,98,162
0,-956.8,-2948.21,1273.47,-970.534,-2943.68,1273.47,-970.534,-2943.68,0.19053,0.30759,0.932248,98,162
0,-971.75,-2922.32,1277.34,-964.298,-2924.78,1277.34,-964.298,-2924.78,0.190501,0.307551,0.932267,98,162
0,-867.1,-2592.42,1344.48,-855.882,-2596.12,1344.48,-855.882,-2596.12,0.190481,0.307529,0.932278,98,162
-4.54747e-13,-852.15,-2566.52,1349.82,-847.275,-2570.03,1350.16,-846.712,-2568.32,0.190485,0.307557,0.932268,98,162
0,-837.2,-2540.63,1354.48,-839.745,-2547.2,1355.84,-837.54,-2540.52,0.19047,0.307544,0.932276,98,162
-4.54747e-13,-822.25,-2514.74,1361.52,-828.369,-2512.72,1361.52,-828.369,-2512.72,0.190458,0.307548,0.932277,98,162
0,0,0,1875.77,2.73675,5.98316,1874.5,0.688719,-0.227126,0.190185,0.307473,0.932357,98,161
-4.54747e-13,14.95,25.8942,1880.17,9.85691,27.5738,1880.17,9.85691,27.5738,0.190172,0.307476,0.932359,98,161
4.54747e-13,29.9,51.7883,1885.84,19.0254,55.3748,1885.84,19.0254,55.3748,0.190198,0.307492,0.932348,98,161
0,14.95,77.6825,1889.78,25.3919,74.6796,1889.7,25.2609,74.2822,0.190206,0.307465,0.932356,98,161
9.09495e-13,149.5,407.582,1958.57,136.585,411.841,1958.57,136.585,411.841,0.19011,0.307468,0.932374,98,161
0,134.55,433.477,1962.68,143.233,431.999,1962.42,142.821,430.749,0.190041,0.30752,0.932371,98,161
9.09495e-13,149.5,459.371,1966.74,149.798,451.904,1968.09,151.99,458.55,0.190045,0.30751,0.932373,98,161
0,164.45,485.265,1973.76,161.159,486.35,1973.76,161.159,486.35,0.190023,0.307522,0.932374,98,161
0,1002.15,3000,2486.4,990.562,3004.36,2486.3,990.399,3003.87,0.189569,0.306855,0.932686,98,164
-9.09495e-13,987.2,3025.89,2490.15,996.627,3022.79,2490.15,996.627,3022.79,0.189647,0.306941,0.932642,98,164
0,1002.15,3051.79,2496,1006.09,3051.54,2495.8,1005.78,3050.6,0.189613,0.306909,0.93266,98,164
-9.09495e-13,1017.1,3077.68,2501.46,1014.93,3078.4,2501.46,1014.93,3078.4,0.189608,0.306889,0.932667,98,164
0,1121.75,3407.58,2567.87,1122.42,3405.09,2568.29,1123.1,3407.14,0.189626,0.306879,0.932667,98,164
0,1136.7,3433.48,2573.94,1132.24,3434.94,2573.94,1132.24,3434.94,0.189629,0.306889,0.932663,98,164
0,1151.65,3459.37,2579.38,1141.04,3461.67,2579.6,1141.39,3462.75,0.189655,0.306895,0.932655,98,164
-9.09495e-13,1136.7,3485.26,2583.45,1147.62,3481.67,2583.45,1147.62,3481.67,0.189654,0.306893,0.932656,98,164
